"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"671","17250109","Olfr313","258529","olfactory receptor 313",1.71712046331762,1.74735134557582,4.09017455555107,0.00170031631242145,0.136766731405964,-0.964116393685571
"672","17250115","Olfr311","258530","olfactory receptor 311",0.828022562464846,1.10997461274361,2.23516578162044,0.0465350248043291,0.383504865818973,-4.03324724333399
"673","17250129","2810021J22Rik","69944","RIKEN cDNA 2810021J22 gene",-0.0377990772430685,4.41682161833135,-0.105362396977256,0.91793913716224,0.978113154148004,-6.16292396364802
"674","17250301","Gm16062","100504104","predicted gene 16062",-0.830761291667539,2.71891616119575,-2.92202120217435,0.0135612614345748,0.244578086862204,-2.90509758808927
"675","17250365","Gid4","66771","GID complex subunit 4, VID24 homolog",0.0508335941154474,9.01842413826061,0.260850162892398,0.798910461390664,0.938293508404387,-6.13336850745363
"676","17250511","Smcr8","237782","Smith-Magenis syndrome chromosome region, candidate 8 homolog (human)",-0.214721211331276,8.09125368908514,-0.753834708232311,0.466397962169346,0.786314894659924,-5.88019435965726
"677","17250519","Dhrs7b","216820","dehydrogenase/reductase (SDR family) member 7B",0.391694862284789,9.04804826647099,1.80766075244536,0.0973831388880612,0.492084302485755,-4.68268703528288
"678","17250533","Map2k3","26397","mitogen-activated protein kinase kinase 3",-0.252975473044682,8.12321705519308,-1.189121606138,0.258829054159649,0.658350613906115,-5.47655888267503
"679","17250615","Grap","71520","GRB2-related adaptor protein",-1.05529767587486,4.13054210662539,-3.16310595274448,0.0087731645308065,0.220219916370905,-2.4998195767973
"680","17250638","Specc1","432572","sperm antigen with calponin homology and coiled-coil domains 1",-0.0584889403107565,3.5815169414031,-0.179071872540808,0.861058253256548,0.959432919010362,-6.15202379308304
"681","17250665","Ttc19","72795","tetratricopeptide repeat domain 19",0.0719665659493209,7.69008147698405,0.272918264249019,0.789849480879422,0.933868950584422,-6.1300347647525
"682","17250700","Ubb","22187","ubiquitin B",-0.645225176014479,3.8751193711063,-1.27378370738355,0.228368330770209,0.636352893336217,-5.38137193889641
"683","17250710","Trpv2","22368","transient receptor potential cation channel, subfamily V, member 2",0.761683430025837,4.16937941724624,3.00034655865507,0.0117704962066918,0.238509912724305,-2.77355454580985
"684","17250734","2410006H16Rik","69221","RIKEN cDNA 2410006H16 gene",0.305333886185043,7.26136099697426,0.974056890890996,0.350460429364598,0.721309500681806,-5.69497631844682
"685","17250740","Snord49b","100217426","small nucleolar RNA, C/D box 49B",-0.377452599184414,7.93302163721306,-0.854208631330842,0.410769226621002,0.758040988723386,-5.80088109682404
"686","17250742","Snord49a","100217455","small nucleolar RNA, C/D box 49A",0.16455302037344,4.85736277112002,0.387184505490167,0.705827388047159,0.899594136492214,-6.09114459251715
"687","17250744","Snord65","100217444","small nucleolar RNA, C/D box 65",0.00995654831727588,5.71688421879024,0.0320341420428013,0.975004806304528,0.994182586681118,-6.16816959521458
"688","17250775","Trim16","94092","tripartite motif-containing 16",-0.589444772360668,6.9667858668755,-2.29577084650125,0.0418028415740234,0.37452960245508,-3.93682879568788
"689","17250812","Tvp23b","67510","trans-golgi network vesicle protein 23B",-0.866661018345646,6.40123304632317,-2.12347482854024,0.0566252806118313,0.412182564453597,-4.20850201754912
"690","17250863","2810001G20Rik","66456","RIKEN cDNA 2810001G20 gene",-0.206898654751051,3.9871519105488,-0.483949567022324,0.637683455654902,0.8672048438949,-6.04799790635532
"691","17250909","Zkscan6","52712","zinc finger with KRAB and SCAN domains 6",0.03023729932712,3.67359203018272,0.106543048521805,0.917023352355273,0.978113154148004,-6.16279376476835
"692","17250938","Tmem220","338369","transmembrane protein 220",-0.0555170382380012,5.03979358165123,-0.107597224626938,0.916205775380077,0.977885395647382,-6.16267628979336
"693","17251001","Myh2","17882","myosin, heavy polypeptide 2, skeletal muscle, adult",0.526018165250519,4.79439547017735,0.30027895669667,0.769427837813036,0.926912908408371,-6.12192646116554
"694","17251046","Myh1","17879","myosin, heavy polypeptide 1, skeletal muscle, adult",-1.23463648045422,5.41306571913577,-0.511306580906926,0.618999237439335,0.861041481596655,-6.03413204287823
"695","17251091","Myh4","17884","myosin, heavy polypeptide 4, skeletal muscle",-3.16360685421573,6.81416710784301,-1.03176119008977,0.323805668906543,0.7041035700222,-5.6398322756775
"696","17251264","Dhrs7c","68460","dehydrogenase/reductase (SDR family) member 7C",-0.820496881478198,2.00028621326747,-1.84808171798421,0.0909681902629107,0.483101479780118,-4.62405018210043
"697","17251303","Pik3r5","320207","phosphoinositide-3-kinase regulatory subunit 5",0.565817493226904,4.79629929614942,1.59350798596851,0.138670572726128,0.550000077960191,-4.98120298671097
"698","17251328","Pik3r6","104709","phosphoinositide-3-kinase regulatory subunit 5",-0.60446619975698,4.74029487743592,-1.798645203359,0.0988688823333188,0.493595917589145,-4.69567296571892
"699","17251430","Rpl26","19941","ribosomal protein L26",0.358880736679403,3.02066455657611,1.09899222115079,0.294681398887082,0.683196832167933,-5.57232736134253
"700","17251441","Slc25a35","71998","solute carrier family 25, member 35",-0.131050388148603,10.3596517312299,-0.662533607888633,0.520940722372318,0.81555940342892,-5.94455839131812
"701","17251454","Ctc1","68964","CTS telomere maintenance complex component 1",-0.0186699660550094,5.82086630450207,-0.0723141511578615,0.943618620961888,0.987199390248901,-6.16598060705684
"702","17251485","Aurkb","20877","aurora kinase B",-1.80846972728571,3.6948121184741,-3.53668822124451,0.00448983431141584,0.200671486796246,-1.87343862153076
"703","17251514","Snord118","100216530","small nucleolar RNA, C/D box 118",1.44829479983163,3.45123698744599,1.58784804430802,0.139945479466094,0.551144442440994,-4.98879109010887
"704","17251565","Aloxe3","23801","arachidonate lipoxygenase 3",2.12719438405139,2.95519874230903,8.09946942858323,4.95454077717236e-06,0.00990577852715994,4.24394437883608
"705","17251607","Trappc1","245828","trafficking protein particle complex 1",0.0797239336324029,8.33580555407658,0.367737198934279,0.719878369147188,0.904636592948844,-6.09869313667323
"706","17251634","Chd3os","80515","chromodomain helicase DNA binding protein 3, opposite strand",-1.13909175450636,1.99850960160357,-3.78044901369171,0.00291648398450069,0.17186575335116,-1.46926478228866
"707","17251659","Trp53","22059","transformation related protein 53",-0.154759479489521,7.23627615518556,-0.576130976403734,0.575844964172791,0.840510585528498,-5.99839083843589
"708","17251677","Sat2","69215","spermidine/spermine N1-acetyl transferase 2",0.188606788909514,5.65789904700055,0.629961896077939,0.541274054317753,0.825886995115208,-5.96567234079912
"709","17251721","Tnfsf13os","100503827","tumor necrosis factor (ligand) superfamily, member 13, opposite strand",-0.485261025502167,4.28061629280767,-1.23473912825308,0.242037976407456,0.646233494801697,-5.42588096208937
"710","17251744","G630025P09Rik","74341","RIKEN cDNA G630025P09 gene",0.0639433593571299,4.0409584250453,0.24483577676918,0.810981911013199,0.942140132143554,-6.13756244323316
"711","17251799","Gps2","56310","G protein pathway suppressor 2",-0.354248269319168,7.70586968412701,-1.68402013336368,0.119625451909473,0.523787565099476,-4.85766493205844
"712","17251840","Ctdnep1","67181","CTD nuclear envelope phosphatase 1",0.158101606538026,7.37758911656697,0.462500938970856,0.652518724089005,0.87344742344608,-6.05835830448806
"713","17251959","Mgl2","216864","macrophage galactose N-acetyl-galactosamine specific lectin 2",-0.625193932982917,4.23642751928213,-1.77602781824596,0.102686998749104,0.49831441625981,-4.7280985975172
"714","17252170","Rnf167","70510","ring finger protein 167",-0.383961956892604,8.68039525780554,-1.36471571078397,0.198954736641064,0.608531621811884,-5.2738236202324
"715","17252183","Eno3","13808","enolase 3, beta muscle",-1.89910971747775,7.97579068525638,-1.25659347746707,0.2343079286409,0.64204164828421,-5.40109482897152
"716","17252231","Rabep1","54189","rabaptin, RAB GTPase binding effector protein 1",0.175271705974538,6.65751604542356,0.74307395686189,0.472634174028217,0.788956695219948,-5.88817153479783
"717","17252292","Wscd1","216881","WSC domain containing 1",0.346071051745731,2.63373021487168,0.934540363407244,0.369605952474402,0.730543868918003,-5.73120398678748
"718","17252310","Pimreg","109212","PICALM interacting mitotic regulator",-1.19207399583745,2.81433953954209,-3.80508680817523,0.00279290724047019,0.169210683114547,-1.42870513603365
"719","17252369","Mybbp1a","18432","MYB binding protein (P160) 1a",0.215002976835949,7.56537065164199,1.0279084136097,0.325537386946116,0.704391503211691,-5.64359564050284
"720","17252497","Atp2a3","53313","ATPase, Ca++ transporting, ubiquitous",0.28474141916119,5.17086919976818,0.859414405420574,0.408010715322538,0.755962844409749,-5.79653008884761
"721","17252609","P2rx5","94045","purinergic receptor P2X, ligand-gated ion channel, 5",0.395311036137855,7.45853873113069,1.1435655993211,0.276500107578303,0.673618052499861,-5.52570281649315
"722","17252635","Shpk","74637","sedoheptulokinase",0.254410106361536,6.03333700594741,0.983120067089693,0.34617181283818,0.717996731303282,-5.6864899286487
"723","17252645","Trpv1","193034","transient receptor potential cation channel, subfamily V, member 1",-0.16805330383875,2.77730317244699,-0.61420011463807,0.551273528217076,0.829746203825852,-5.97553468260773
"724","17252689","Spata22","380709","spermatogenesis associated 22",1.23025679435114,5.64642865062358,3.30446233981515,0.00680225823353531,0.209230486588435,-2.26220202394375
"725","17252739","Olfr402","258703","olfactory receptor 402",1.49642018917791,1.52316422086225,3.32679299464202,0.00653487484750879,0.205667888236535,-2.22471135798088
"726","17252800","Mettl16","67493","methyltransferase like 16",-0.249805444530303,5.40219862231372,-1.02264788631882,0.3279128973694,0.705712794553878,-5.6487154173325
"727","17252827","Tsr1","104662","TSR1 20S rRNA accumulation",0.355823151785162,5.98784872110022,0.885383481674207,0.394437930378147,0.745850790166496,-5.77448218598065
"728","17252995","Slc43a2","215113","solute carrier family 43, member 2",-0.878998197804086,6.93580082918336,-3.18696602792269,0.00840380931650016,0.217728567351649,-2.45968684772374
"729","17253037","Inpp5k","19062","inositol polyphosphate 5-phosphatase K",0.131671109276333,8.80164025817805,0.624759615531409,0.544563028894217,0.827327519581437,-5.96895317677279
"730","17253096","Crk","12928","v-crk avian sarcoma virus CT10 oncogene homolog",-0.42868108638986,8.48251252351356,-1.72715301882621,0.111395775687785,0.514358631697715,-4.79740392377209
"731","17253150","Mrm3","67390","mitochondrial rRNA methyltransferase 3",-0.172312732256982,6.13772262405864,-0.466334981900172,0.649855093528856,0.871802919030659,-6.05653942096875
"732","17253175","Tusc5","237858","tumor suppressor candidate 5",0.896742587700945,10.3186541953864,1.92646347115946,0.0796174797652829,0.466135472133632,-4.50849843171393
"733","17253215","Slc6a4","15567","solute carrier family 6 (neurotransmitter transporter, serotonin), member 4",-0.221789531073648,2.88986113530783,-0.543428672439814,0.597413598051479,0.851430004910195,-6.0169256300374
"734","17253235","Ssh2","237860","slingshot protein phosphatase 2",0.176214053703037,8.14130508097038,0.591311598604136,0.565976393744386,0.835919523211735,-5.98944079333286
"735","17253376","Sez6","20370","seizure related gene 6",-0.193721673284941,2.4132144123763,-0.739800938333121,0.474541315459044,0.789084682277168,-5.8905773715811
"736","17253422","Dhrs13","70451","dehydrogenase/reductase (SDR family) member 13",-0.524480285354253,2.90712994867578,-1.33062451105468,0.209593406809195,0.616206824483645,-5.31476767600697
"737","17253452","Fam222b","216971","family with sequence similarity 222, member B",0.387520884918026,6.79223347525931,1.12361660412139,0.28452723162267,0.679392848387314,-5.54675071441197
"738","17253461","Tlcd1","68385","TLC domain containing 1",0.226556918944045,8.47211628637524,0.822403576892351,0.427895156558423,0.769811274209282,-5.82696045918486
"739","17253478","Rab34","19376","RAB34, member RAS oncogene family",0.283373801939298,7.69413302310349,1.1679882365506,0.26691324713337,0.664283034280463,-5.49954146317258
"740","17253494","Proca1","216974","protein interacting with cyclin A1",0.0842179744553126,6.71007150448608,0.428932620027888,0.676051954095617,0.886296719554048,-6.07366525214339
"741","17253599","Aldoc","11676","aldolase C, fructose-bisphosphate",-0.776945232152081,4.08540946232676,-1.81068677490183,0.096889017692604,0.491768016387079,-4.67832071176013
"742","17253616","Pigs","276846","phosphatidylinositol glycan anchor biosynthesis, class S",-0.27056413118412,7.00576005308604,-0.834905233822136,0.421107640053804,0.764811617807471,-5.81681300917844
"743","17253700","Lyrm9","66274","LYR motif containing 9",-0.656008275149385,4.06867912764215,-1.88631082971674,0.0852585647097037,0.473226763163326,-4.56798794506425
"744","17253707","Nos2","18126","nitric oxide synthase 2, inducible",-0.622925433556434,4.98707397721583,-2.23114433424584,0.0468665259056609,0.384134274052065,-4.03961387891672
"745","17253810","Rab11fip4","268451","RAB11 family interacting protein 4 (class II)",0.353385369781094,1.87487496665461,0.804025341433769,0.438003995464027,0.776090089515706,-5.84163235748821
"746","17253832","Gm11205","102632809","predicted gene 11205",0.467070960716737,4.75360185521046,1.45120484264135,0.173967688872647,0.583811340448391,-5.16673964632569
"747","17253835","Mir193a","387188","microRNA 193a",-0.475517419864898,3.27797531682807,-0.775250624491902,0.454142305146752,0.783942562965403,-5.86401191376989
"748","17253837","Mir365-2","723853","microRNA 365-2",-0.566432086737625,4.3145567415242,-0.759400696973562,0.463192759893891,0.78585851439239,-5.87602768152108
"749","17253885","Adap2","216991","ArfGAP with dual PH domains 2",-0.78142097484595,7.20658459959564,-2.24626827969807,0.0456313990508111,0.381278801003828,-4.01564943533399
"750","17253901","Rnf135","71956","ring finger protein 135",-0.320583136478783,4.09633994725082,-0.898124454191163,0.387893602041682,0.742423829849301,-5.76345762723952
"751","17253937","Rhbdl3","246104","rhomboid like 3",-0.761935253536981,3.16798136691194,-2.11798366128028,0.0571713326213248,0.412579447389131,-4.21702960499291
"752","17253947","Zfp207","22680","zinc finger protein 207",-0.308907503704603,9.37458530379247,-1.12249898884925,0.284982195889669,0.679392848387314,-5.54792126597012
"753","17253996","Tmem98","103743","transmembrane protein 98",-0.500437598624183,4.59452170032929,-1.59938760011275,0.13735696052208,0.54948889706909,-4.9733028546632
"754","17254041","Ccl2","20296","chemokine (C-C motif) ligand 2",-1.19366625978208,4.47091460769599,-2.36475827211078,0.036978528347812,0.358429039046756,-3.82607188664836
"755","17254047","Ccl7","20306","chemokine (C-C motif) ligand 7",0.36817240102308,4.91244270171446,0.679129859408234,0.510754467726917,0.810454423542655,-5.93342297647222
"756","17254089","Zfp830","66983","zinc finger protein 830",-0.0455301972647497,4.3689888827885,-0.117509005257389,0.908523658429483,0.974834466567313,-6.16151531245243
"757","17254166","Slfn2","20556","schlafen 2",-0.569007704837057,5.01704742024021,-0.938115887627813,0.367843698783505,0.730079814258445,-5.72797826760786
"758","17254171","Slfn1","20555","schlafen 1",-0.100750957126813,3.98233983926889,-0.186657743035479,0.855244788141913,0.957506984678423,-6.15058294630987
"759","17254176","Slfn4","20558","schlafen 4",0.48980152917289,2.31054776538779,1.46525229731112,0.17017103404436,0.58138133197189,-5.14892753138768
"760","17254188","Slfn3","20557","schlafen 3",-0.341439570534136,4.27580892399354,-0.718636875699897,0.48698887337815,0.796783249572449,-5.90590186953978
"761","17254244","1700020L24Rik","66330","RIKEN cDNA 1700020L24 gene",0.303438082725164,3.95349581456288,1.23863143400886,0.240646479166183,0.646233494801697,-5.4214902914426
"762","17254289","Wfdc17","100034251","WAP four-disulfide core domain 17",-0.513448868711814,6.39103718329138,-1.28823485896118,0.223469971988716,0.631400848094292,-5.36463922900308
"763","17254295","Wfdc18","14038","WAP four-disulfide core domain 18",0.299075032713079,1.99132438311996,1.00501321009572,0.335969439967675,0.710777205462968,-5.66572024360613
"764","17254305","Heatr6","217026","HEAT repeat containing 6",-0.300974788730053,6.56783687713598,-1.14903589487198,0.274329884284466,0.671878581436598,-5.5198805090635
"765","17254347","Ddx52","78394","DEAD (Asp-Glu-Ala-Asp) box polypeptide 52",-0.413796528975514,6.11826812811231,-1.65916114158754,0.124610656135996,0.533593107709585,-4.89199636896842
"766","17254395","Acaca","107476","acetyl-Coenzyme A carboxylase alpha",-0.669222303538845,9.12039638953721,-1.63739569749018,0.129125738584307,0.539693458070793,-4.92180895023992
"767","17254470","Ggnbp2os","102635561","gametogenetin binding protein 2, opposite strand",-0.653126178650543,5.89919171929738,-1.83028607027546,0.0937434292487568,0.486475644818876,-4.64994816591509
"768","17254547","Bcas3","192197","breast carcinoma amplified sequence 3",0.260915380129369,7.10525781045999,1.16742643145334,0.267130823388542,0.664283034280463,-5.50014808609346
"769","17254602","Tbx4","21387","T-box 4",-0.286044996739193,2.2314046891371,-0.844542241392548,0.41592473000478,0.759889287410499,-5.80889903386659
"770","17254662","Ptrh2","217057","peptidyl-tRNA hydrolase 2",-0.353462027191481,4.87236020871623,-1.62142879036789,0.13252918663092,0.542525052232496,-4.94352992411348
"771","17254681","Trim37","68729","tripartite motif-containing 37",-0.434990144582202,6.30143357713419,-2.14290926985855,0.054732013484364,0.405287181332365,-4.17825146637998
"772","17254895","Mks1","380718","Meckel syndrome, type 1",-0.247679276169764,4.33910940763859,-0.783934597232188,0.449232066684024,0.783298406406219,-5.85733452102046
"773","17254916","Srsf1","110809","serine/arginine-rich splicing factor 1",-0.354029845116832,7.64223734407182,-1.20407226480343,0.253227327614283,0.654350746639451,-5.46010938292751
"774","17255002","Scpep1os","73921","serine carboxypeptidase 1, opposite strand",-0.245758585252531,3.38050238283523,-0.672580537294105,0.514760047700879,0.812448754470212,-5.93784756907189
"775","17255081","Cox11","69802","cytochrome c oxidase assembly protein 11",0.358214004602618,6.80269270651241,1.23740382550837,0.241084655418922,0.646233494801697,-5.42287619914683
"776","17255232","Lrrc59","98238","leucine rich repeat containing 59",-0.120694303535302,9.55068667602489,-0.496834808269977,0.628849385533852,0.863574531062613,-6.04155775105071
"777","17255372","Fam117a","215512","family with sequence similarity 117, member A",0.12659313688832,7.34236873006672,0.3787803895587,0.711885873759284,0.901579713843518,-6.09445315331676
"778","17255427","Phb","18673","prohibitin",-0.330096236908806,4.74188701242539,-1.21126424273809,0.250567029755373,0.652867525835242,-5.4521406500227
"779","17255443","Zfp652","268469","zinc finger protein 652",-0.342889436150253,6.95162036548598,-1.74848513346221,0.107516150672695,0.50499755030135,-4.76728534601313
"780","17255458","Phospho1","237928","phosphatase, orphan 1",0.411061470585194,10.5475333523564,1.74472797279728,0.108190521009595,0.505504761314153,-4.77260488665963
"781","17255663","Copz2","56358","coatomer protein complex, subunit zeta 2",0.0873892607958915,8.92808246407897,0.374987225226011,0.714627171996184,0.902638519587418,-6.09592330378107
"782","17255775","Socs7","192157","suppressor of cytokine signaling 7",-0.0223951088434333,6.03521009738704,-0.0745189785025048,0.941902986160667,0.986632529450114,-6.16581203862244
"783","17255828","Mllt6","246198","myeloid/lymphoid or mixed-lineage leukemia; translocated to, 6",-0.418855792272379,5.38458922593372,-1.731951625686,0.110512273413381,0.511855301879118,-4.79064673790287
"784","17255899","B230217C12Rik","68127","RIKEN cDNA B230217C12 gene",0.476052923093798,4.70368759499548,2.00599121977605,0.069449359397935,0.445640311004671,-4.38894320807672
"785","17255949","Ppp1r1b","19049","protein phosphatase 1, regulatory (inhibitor) subunit 1B",-0.165718299020039,3.01613579383272,-0.571484823046139,0.578883714432139,0.842344618914112,-6.00108634441527
"786","17255963","Stard3","59045","START domain containing 3",-0.225295632830391,4.89075508893218,-0.806164698676354,0.436819269518115,0.775619295017659,-5.83993953754534
"787","17255987","Tcap","21393","titin-cap",-1.14886235483711,3.80576145292113,-0.970362313808702,0.352219625530081,0.722046787059508,-5.69841688646317
"788","17256129","Csf3","12985","colony stimulating factor 3 (granulocyte)",0.206747324889217,1.98319996300881,0.578406327143737,0.574359934453042,0.839443291295196,-5.99706328782023
"789","17256138","Thra","21833","thyroid hormone receptor alpha",-0.145542670787606,6.17053022692408,-0.72796851666101,0.481475895047227,0.794468340713416,-5.89919467313308
"790","17256306","Gm11559","100415785","predicted gene 11559",0.414956086806927,1.47775948855938,1.49198751852949,0.163140084570585,0.577173955164111,-5.11471425359047
"791","17256314","Krtap9-1","16705","keratin associated protein 9-1",0.0280462943266513,2.76311006230875,0.0601766438861538,0.953068225613593,0.988827895667923,-6.1668180044499
"792","17256328","Gm11565","670550","predicted gene 11565",-0.113311363230175,1.80297145686886,-0.22178944874467,0.828443295567862,0.949188708083292,-6.14313657585548
"793","17256388","Ttc25","74407","tetratricopeptide repeat domain 25",-0.170342452557536,3.90339343622582,-0.470759661766615,0.646787447188882,0.871296637541747,-6.05442241422674
"794","17256404","Cnp","12799","2',3'-cyclic nucleotide 3' phosphodiesterase",-0.434440848042098,5.28150080237588,-1.65546109507616,0.125368204324956,0.534441001806033,-4.89708078272121
"795","17256440","Stat5a","20850","signal transducer and activator of transcription 5A",0.0470405154910276,5.96712547635689,0.137769188200622,0.89285214027191,0.972458169121285,-6.1588250594057
"796","17256502","Naglu","27419","alpha-N-acetylglucosaminidase (Sanfilippo disease IIIB)",0.256065595956356,5.03696264748467,0.636988377688478,0.53684976005519,0.823257029757624,-5.96120096528781
"797","17256522","Coasy","71743","Coenzyme A synthase",-0.269669113527776,6.20803838538979,-0.799032549695854,0.440777054242648,0.778269955909082,-5.84556750454764
"798","17256537","Mlx","21428","MAX-like protein X",-0.382918234378446,8.36471886132775,-1.21164093850334,0.250428304220748,0.652867525835242,-5.45172227700316
"799","17256549","Tubg1","103733","tubulin, gamma 1",-0.206450519602544,8.79583269456585,-0.660558991646835,0.522160564185484,0.815816375093653,-5.94586638940124
"800","17256565","Tubg2","103768","tubulin, gamma 2",0.0111275525981087,2.56924171998739,0.0312741244028788,0.975597610221742,0.994182586681118,-6.16819465849762
"801","17256579","Cntnap1","53321","contactin associated protein-like 1",0.502045115516547,6.13394227458541,2.12230570582868,0.0567411260172595,0.412385992253289,-4.21031835577026
"802","17256618","Vps25","28084","vacuolar protein sorting 25",0.0999351523823755,8.68676742753556,0.348813962221806,0.733654907930968,0.911976581354639,-6.10567393616993
"803","17256655","Cntd1","68107","cyclin N-terminal domain containing 1",-0.67960121452362,2.41864860622258,-2.18370784140539,0.0509507567926689,0.397294735958693,-4.11440417853921
"804","17256673","Psme3","19192","proteaseome (prosome, macropain) activator subunit 3 (PA28 gamma, Ki)",-0.0747910266886462,8.12513109500539,-0.32623282329851,0.750222717975227,0.919647631803681,-6.11353198704462
"805","17256691","Aoc2","237940","amine oxidase, copper containing 2 (retina-specific)",-0.174164262191834,4.51360344880966,-0.477183615449479,0.642345838834846,0.870375942858825,-6.05131470823884
"806","17256697","Aoc3","11754","amine oxidase, copper containing 3",0.608197947820248,9.98775169414072,2.29956689049139,0.0415223323702819,0.374397441383543,-3.93076119852712
"807","17256723","Rpl27","19942","ribosomal protein L27",0.32404938428148,3.76496750918242,1.34479572212526,0.205115373126296,0.611380948867985,-5.29783705715076
"808","17256784","Tmem106a","217203","transmembrane protein 106A",0.263349715192605,7.95324852292669,1.18989058386326,0.258538568631141,0.658350613906115,-5.47571664812788
"809","17256828","Dhx8","217207","DEAH (Asp-Glu-Ala-His) box polypeptide 8",-0.501623583091133,6.84328425152106,-2.15867946317834,0.0532399056496086,0.401858330474266,-4.15362620642174
"810","17256924","Asb16","217217","ankyrin repeat and SOCS box-containing 16",-0.109460537239398,3.12225126532764,-0.199761756598819,0.845223697157149,0.954736673361315,-6.14795413949988
"811","17256975","Fzd2","57265","frizzled class receptor 2",-0.0664128367945205,2.60376932869197,-0.165694518268124,0.87133073509433,0.963521866819413,-6.15441984018662
"812","17257026","Higd1b","75689","HIG1 domain family, member 1B",-0.0911739937360005,3.33911093852495,-0.186407348843373,0.855436538265638,0.957506984678423,-6.15063145364522
"813","17257035","Eftud2","20624","elongation factor Tu GTP binding domain containing 2",-0.456151869133774,2.05691712061179,-1.33573992971584,0.207967755951813,0.613390337847474,-5.30867093377983
"814","17257067","Acbd4","67131","acyl-Coenzyme A binding domain containing 4",0.0946120940880952,5.1950303975635,0.2508504169163,0.806441958823171,0.940875096094414,-6.13601808062235
"815","17257100","Fmnl1","57778","formin-like 1",-0.829254448179505,5.79356845728999,-3.97158138555027,0.00208791254519229,0.147332934659569,-1.15626394238068
"816","17257154","C130046K22Rik","399609","RIKEN cDNA C130046K22 gene",0.270329581665811,3.78994572356099,0.635809295965388,0.537590734201366,0.823257029757624,-5.96195449988374
"817","17257221","Myl4","17896","myosin, light polypeptide 4",-0.307546878367361,4.68719738957868,-1.00211169944933,0.337308796153368,0.710777205462968,-5.66849468980811
"818","17257235","Itgb3","16416","integrin beta 3",0.744544446009593,4.30454638530177,2.44245281063311,0.0321889647202055,0.348390824515195,-3.70019376750421
"819","17257310","Mettl2","52686","methyltransferase like 2",-0.0152069724411312,6.44674005280679,-0.0527714997730363,0.95883725623736,0.990575567817749,-6.16725359463637
"820","17257331","Tlk2","24086","tousled-like kinase 2 (Arabidopsis)",0.0630133931034651,7.35235164851284,0.276571833265101,0.787112599967665,0.933252582618825,-6.12899616364344
"821","17257405","Tanc2","77097","tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2",0.0549599870915571,4.42890032961709,0.172773768323361,0.865891366350557,0.961202867829801,-6.15317489615703
"822","17257591","Snord104","100216537","small nucleolar RNA, C/D box 104",-0.224731102975398,7.04143450672024,-0.632485619812752,0.539682584582843,0.82417021215242,-5.96407164128884
"823","17257642","1810010H24Rik","69066","RIKEN cDNA 1810010H24 gene",0.159893873869447,5.02590761013496,0.443627397811942,0.665703809847304,0.880267074837771,-6.06710129067369
"824","17257651","Gm11716","102640379","predicted gene 11716",0.667598347567116,3.0167872603842,1.06629392079938,0.308588549275705,0.694006043702915,-5.60558900886691
"825","17257663","Psmd12","66997","proteasome (prosome, macropain) 26S subunit, non-ATPase, 12",-0.386389519965016,8.65824743302961,-1.72855625294314,0.111136764284681,0.513953980092147,-4.79542903448726
"826","17257683","Helz","78455","helicase with zinc finger domain",-0.11068870132631,7.67309397784175,-0.373373841549085,0.715794429099785,0.902638519587418,-6.0965442474441
"827","17257848","Gm45916","100503496","predicted gene, 45916",-0.296286763502549,4.87971851616303,-0.637112997327621,0.536771479080961,0.823257029757624,-5.9611212469618
"828","17257874","Prkar1a","19084","protein kinase, cAMP dependent regulatory, type I, alpha",-0.522548533801506,6.27416140610622,-2.09758239194986,0.0592439101582345,0.419038883406946,-4.24863465867409
"829","17257896","Gm11683","102631682","predicted gene 11683",0.359551200224403,1.95762743788591,1.36035342885712,0.2002905623585,0.609568820520469,-5.27910361971485
"830","17257906","Map2k6","26399","mitogen-activated protein kinase kinase 6",0.110738785819964,4.19339641260482,0.275825943162269,0.787671103039622,0.933252582618825,-6.12920930440902
"831","17257937","Kcnj2","16518","potassium inwardly-rectifying channel, subfamily J, member 2",-0.699947518803576,3.24051312683758,-0.990694098041102,0.342617108203814,0.714444961376225,-5.67934761329384
"832","17257946","Sox9","20682","SRY (sex determining region Y)-box 9",-0.0818174381094021,5.23719897159699,-0.252651681664702,0.805083768088876,0.940571180560397,-6.13554836613087
"833","17257994","D11Wsu47e","276852","DNA segment, Chr 11, Wayne State University 47, expressed",-0.0278644678718432,4.40021481111006,-0.0804045536206238,0.937324790244007,0.985093052914768,-6.16533729503703
"834","17258023","Ttyh2","117160","tweety family member 2",0.336776551697711,7.09185944508379,1.46196922009956,0.171051990936647,0.581848846028381,-5.15310069204714
"835","17258093","Gprc5c","70355","G protein-coupled receptor, family C, group 5, member C",-0.620692102258908,4.64264475440087,-1.625141664004,0.131730791076496,0.541863752365355,-4.93849041348009
"836","17258140","Tmem104","320534","transmembrane protein 104",0.225455140947711,8.03151458872353,1.00237952824694,0.337185001339522,0.710777205462968,-5.66823886833847
"837","17258178","Cdr2l","237988","cerebellar degeneration-related protein 2-like",-0.569717855519858,4.24068385103846,-1.34742891777775,0.204292062865724,0.611380948867985,-5.29467708166624
"838","17258197","Kctd2","70382","potassium channel tetramerisation domain containing 2",-1.05968365324714,4.72759130502963,-3.55854503976793,0.00431854491312828,0.197730018236209,-1.83700791817955
